weight_class,f1_reach,f1_sapm,f1_slpm,f1_stance,f1_stk_acc,f1_stk_def,f1_td_def,f1_weight,f2_reach,f2_sapm,f2_slpm,f2_stance,f2_stk_acc,f2_stk_def,f2_td_def,f2_weight,f1_wins,f1_losses,f1_draws,f2_wins,f2_losses,f2_draws,f1_age,f2_age,f1_height,f2_height
8,73.0,1.13,0.88,4,41,37,66,175.0,73.0,0.0,0.0,2,0,0,0,196.0,14,2,3,0,1,0,27,30,73,73
8,77.0,0.0,0.0,2,0,0,0,250.0,76.0,0.0,0.0,2,0,0,0,275.0,4,11,0,2,6,0,0,0,77,76
8,77.0,0.0,0.0,2,0,0,0,216.0,72.0,0.0,0.0,2,0,0,0,430.0,2,2,0,0,1,0,34,24,77,72
8,74.0,0.0,0.0,2,0,0,0,225.0,73.0,1.13,0.88,4,41,37,66,175.0,20,15,0,14,2,3,31,28,74,73
8,73.0,1.13,0.88,4,41,37,66,175.0,75.0,0.0,0.0,4,0,0,0,260.0,14,2,3,9,6,1,28,0,73,75
8,72.0,0.0,0.0,2,0,0,0,210.0,74.0,0.0,0.0,2,0,0,0,225.0,2,1,0,20,15,0,0,31,72,74
8,73.0,1.13,0.88,4,41,37,66,175.0,71.0,0.0,0.0,4,0,0,0,190.0,14,2,3,33,21,1,28,25,73,71
8,70.0,0.0,0.0,4,0,0,0,170.0,75.0,0.0,0.0,4,0,0,0,260.0,1,5,0,9,6,1,0,0,70,75
8,72.0,0.0,0.0,2,0,0,0,210.0,72.0,0.0,0.0,4,0,0,0,180.0,2,1,0,1,1,0,0,0,72,72
8,70.0,0.0,0.0,2,0,0,0,210.0,74.0,0.0,0.0,2,0,0,0,225.0,2,1,0,20,15,0,0,31,70,74
8,73.0,1.13,0.88,4,41,37,66,175.0,67.0,0.0,0.0,2,0,0,0,178.0,14,2,3,0,1,0,28,0,73,67
8,72.0,0.0,0.0,0,0,0,0,210.0,71.0,0.0,0.0,4,0,0,0,190.0,1,1,0,33,21,1,0,25,72,71
8,75.0,0.0,0.0,4,0,0,0,260.0,68.0,0.0,0.0,0,0,0,0,238.0,9,6,1,0,1,0,0,0,75,68
8,74.0,0.0,0.0,0,0,0,0,245.0,70.0,0.0,0.0,4,0,0,0,170.0,0,1,0,1,5,0,0,0,74,70
8,0.0,0.0,0.0,0,0,0,0,210.0,75.0,0.0,0.0,0,0,0,0,210.0,1,0,0,0,1,0,0,0,0,75
8,77.0,0.0,0.0,0,0,0,0,275.0,72.0,0.0,0.0,2,0,0,0,210.0,1,3,0,2,1,0,0,0,77,72
8,74.0,0.0,0.0,2,0,0,0,225.0,0.0,0.0,0.0,0,0,0,0,225.0,20,15,0,0,1,0,31,0,74,0
8,72.0,0.0,0.0,0,0,0,0,175.0,70.0,0.0,0.0,2,0,0,0,210.0,0,2,0,2,1,0,19,0,72,70
8,73.0,1.13,0.88,4,41,37,66,175.0,74.0,0.0,0.0,4,0,0,0,250.0,14,2,3,100,18,7,28,36,73,74
8,73.0,0.0,0.0,2,0,0,0,215.0,74.0,0.0,0.0,4,0,0,0,250.0,1,3,0,100,18,7,0,36,73,74
8,73.0,1.13,0.88,4,41,37,66,175.0,71.0,0.0,0.0,3,0,0,0,200.0,14,2,3,2,2,0,28,0,73,71
8,69.0,0.0,0.0,5,0,0,0,185.0,74.0,0.0,0.0,4,0,0,0,250.0,26,16,0,100,18,7,0,36,69,74
8,70.0,0.0,0.0,2,0,0,0,215.0,72.0,0.0,0.0,2,0,0,0,225.0,2,3,0,0,1,0,0,25,70,72
8,64.0,0.0,0.0,2,0,0,0,236.0,71.0,0.0,0.0,3,0,0,0,200.0,0,4,0,2,2,0,24,0,64,71
8,73.0,1.13,0.88,4,41,37,66,175.0,70.0,0.0,0.0,2,0,0,0,190.0,14,2,3,0,1,0,28,51,73,70
8,73.0,0.0,0.0,0,0,0,0,230.0,73.0,1.36,2.3,2,32,72,88,200.0,4,5,0,30,14,2,0,26,73,73
8,74.0,0.0,0.0,4,0,0,0,250.0,74.0,0.0,0.0,2,0,0,0,250.0,100,18,7,6,5,1,37,0,74,74
8,73.0,1.13,0.88,4,41,37,66,175.0,72.0,4.3,1.47,2,46,39,44,205.0,14,2,3,28,16,2,29,31,73,73
8,74.0,0.0,0.0,4,0,0,0,250.0,72.0,0.0,0.0,2,0,0,0,210.0,100,18,7,17,5,2,37,28,74,72
8,70.0,0.0,0.0,4,0,0,0,193.0,74.0,0.0,0.0,2,0,0,0,250.0,11,9,0,6,5,1,0,0,70,74
8,74.0,0.0,0.0,4,0,0,0,250.0,73.0,0.0,0.0,4,0,0,0,260.0,100,18,7,6,13,0,37,0,74,73
8,71.0,0.0,0.0,2,0,0,0,199.0,72.0,0.0,0.0,2,0,0,0,210.0,0,1,0,17,5,2,0,28,71,72
8,70.0,0.0,0.0,4,0,0,0,193.0,74.0,0.0,0.0,2,0,0,0,240.0,11,9,0,0,2,0,0,0,70,74
8,66.0,0.0,0.0,0,0,0,0,240.0,79.0,0.0,0.0,0,0,0,0,295.0,0,1,0,1,1,0,21,0,66,79
8,72.0,0.0,0.0,2,0,0,0,210.0,72.0,3.55,1.35,5,30,38,66,265.0,17,5,2,10,14,0,28,0,72,72
8,74.0,0.0,0.0,4,0,0,0,250.0,72.0,4.3,1.47,2,46,39,44,205.0,100,18,7,28,16,2,37,31,74,73
8,72.0,0.0,0.0,2,0,0,0,210.0,69.0,0.0,0.0,5,0,0,0,185.0,17,5,2,26,16,0,28,0,72,69
8,80.0,0.0,0.0,2,0,0,0,300.0,72.0,3.55,1.35,5,30,38,66,265.0,9,9,0,10,14,0,0,0,80,72
8,72.0,0.0,0.0,2,0,0,0,210.0,74.0,0.0,0.0,2,0,0,0,250.0,17,5,2,6,5,1,28,0,72,74
8,70.0,0.0,0.0,2,0,0,0,195.0,74.0,0.0,0.0,2,0,0,0,225.0,0,3,0,20,15,0,0,32,70,74
8,80.0,0.0,0.0,2,0,0,0,300.0,71.0,0.0,0.0,2,0,0,0,230.0,9,9,0,11,10,0,0,0,80,71
8,74.0,0.0,0.0,2,0,0,0,400.0,72.0,3.55,1.35,5,30,38,66,265.0,1,4,0,10,14,0,0,0,74,72
8,73.0,0.0,0.0,2,0,0,0,210.0,80.0,0.0,0.0,2,0,0,0,300.0,9,4,2,9,9,0,34,0,73,80
8,72.0,0.0,0.0,2,0,0,0,210.0,72.0,4.3,1.47,2,46,39,44,205.0,17,5,2,28,16,2,28,31,72,73
8,73.0,0.0,0.0,2,0,0,0,210.0,75.0,0.0,0.0,4,0,0,0,260.0,9,4,2,9,6,1,34,0,73,75
8,72.0,0.0,0.0,2,0,0,0,190.0,80.0,0.0,0.0,2,0,0,0,300.0,5,6,0,9,9,0,0,0,72,80
8,73.0,0.0,0.0,2,0,0,0,210.0,74.0,0.0,0.0,2,0,0,0,240.0,9,4,2,0,2,0,34,0,73,74
8,75.0,0.0,0.0,4,0,0,0,235.0,75.0,0.0,0.0,4,0,0,0,260.0,0,1,0,9,6,1,0,0,75,75
8,72.0,0.0,0.0,2,0,0,0,190.0,74.0,0.0,0.0,2,0,0,0,240.0,5,6,0,1,3,0,0,0,72,74
8,80.0,0.0,0.0,2,0,0,0,270.0,80.0,0.0,0.0,2,0,0,0,300.0,1,4,0,9,9,0,0,0,80,80
8,76.0,0.0,0.0,0,0,0,0,245.0,72.0,0.0,0.0,0,0,0,0,200.0,4,6,0,1,3,0,0,0,76,72
8,72.0,0.0,0.0,2,0,0,0,210.0,74.0,0.0,0.0,4,0,0,0,250.0,17,5,2,100,18,7,28,37,72,74
8,72.0,0.0,0.0,2,0,0,0,210.0,73.0,0.0,0.0,2,0,0,0,210.0,17,5,2,9,4,2,28,34,72,73
8,72.0,3.55,1.35,5,30,38,66,265.0,74.0,0.0,0.0,4,0,0,0,250.0,10,14,0,100,18,7,0,37,72,74
8,72.0,0.0,0.0,2,0,0,0,210.0,74.0,0.0,0.0,2,0,0,0,250.0,17,5,2,6,5,1,28,0,72,74
8,71.0,0.0,0.0,3,0,0,0,200.0,73.0,0.0,0.0,2,0,0,0,210.0,2,2,0,9,4,2,0,34,71,73
8,74.0,0.0,0.0,4,0,0,0,250.0,80.0,0.0,0.0,2,0,0,0,300.0,100,18,7,9,9,0,37,0,74,80
8,70.0,0.0,0.0,2,0,0,0,215.0,72.0,3.55,1.35,5,30,38,66,265.0,2,3,0,10,14,0,0,0,70,72
8,73.0,3.57,2.87,2,64,37,45,219.0,75.0,2.14,1.84,2,56,48,53,249.0,20,9,1,23,22,1,31,30,73,75
8,75.0,2.12,0.76,2,83,30,0,235.0,72.0,4.3,1.47,2,46,39,44,205.0,10,7,1,28,16,2,28,32,75,73
8,75.0,2.14,1.84,2,56,48,53,249.0,71.0,0.0,0.0,2,0,0,0,199.0,23,22,1,11,4,0,30,22,75,71
8,75.0,0.0,0.0,2,0,0,0,225.0,73.0,3.57,2.87,2,64,37,45,219.0,7,20,2,20,9,1,31,31,75,73
8,75.0,2.14,1.84,2,56,48,53,249.0,70.0,0.0,0.0,2,0,0,0,185.0,23,22,1,1,1,0,30,0,75,70
8,71.0,0.0,0.0,2,0,0,0,323.0,71.0,0.0,0.0,2,0,0,0,199.0,4,2,0,11,4,0,31,22,71,71
8,80.0,0.0,0.0,2,0,0,0,300.0,71.0,0.0,0.0,4,0,0,0,195.0,9,9,0,2,2,0,0,0,80,71
8,73.0,0.0,0.0,3,0,0,0,410.0,73.0,3.57,2.87,2,64,37,45,219.0,0,1,0,20,9,1,0,31,73,73
8,74.0,0.0,0.0,4,0,0,0,250.0,72.0,4.3,1.47,2,46,39,44,205.0,100,18,7,28,16,2,38,32,74,73
8,69.0,0.0,0.0,2,0,0,0,185.0,73.0,3.57,2.87,2,64,37,45,219.0,5,2,0,20,9,1,0,31,69,73
8,72.0,0.0,0.0,2,0,0,0,190.0,79.0,0.0,0.0,4,0,0,0,350.0,5,6,0,1,2,0,0,33,72,79
8,75.0,2.14,1.84,2,56,48,53,249.0,69.0,0.0,0.0,2,0,0,0,200.0,23,22,1,1,1,0,30,0,75,69
8,80.0,0.0,0.0,2,0,0,0,245.0,74.0,0.0,0.0,4,0,0,0,230.0,2,1,1,14,8,1,0,25,80,74
8,77.0,0.0,0.0,2,0,0,0,250.0,71.0,0.0,0.0,2,0,0,0,230.0,4,11,0,11,10,0,0,0,77,71
8,72.0,0.0,0.0,2,0,0,0,240.0,71.0,0.0,0.0,0,0,0,0,230.0,2,1,0,1,1,0,0,0,72,71
8,73.0,3.57,2.87,2,64,37,45,219.0,75.0,2.62,1.88,2,52,40,50,205.0,20,9,1,16,10,0,31,32,73,73
8,75.0,2.62,1.88,2,52,40,50,205.0,75.0,2.14,1.84,2,56,48,53,249.0,16,10,0,23,22,1,32,30,73,75
8,75.0,0.0,0.0,2,0,0,0,230.0,73.0,3.57,2.87,2,64,37,45,219.0,5,5,0,20,9,1,0,31,75,73
8,75.0,2.14,1.84,2,56,48,53,249.0,69.0,0.0,0.0,2,0,0,0,235.0,23,22,1,0,1,0,30,0,75,69
8,76.0,0.0,0.0,2,0,0,0,230.0,75.0,2.62,1.88,2,52,40,50,205.0,1,6,0,16,10,0,0,32,76,73
8,75.0,0.0,0.0,2,0,0,0,230.0,76.0,0.0,0.0,2,0,0,0,235.0,5,5,0,0,1,0,0,0,75,76
8,72.0,0.0,0.0,2,0,0,0,190.0,73.0,3.57,2.87,2,64,37,45,219.0,5,6,0,20,9,1,0,31,72,73
8,71.0,0.0,0.0,2,0,0,0,323.0,72.0,3.55,1.35,5,30,38,66,265.0,4,2,0,10,14,0,31,0,71,72
8,75.0,0.0,0.0,2,0,0,0,230.0,75.0,2.62,1.88,2,52,40,50,205.0,5,5,0,16,10,0,0,32,75,73
8,71.0,0.0,0.0,2,0,0,0,199.0,72.0,0.0,0.0,2,0,0,0,205.0,11,4,0,3,2,0,22,0,71,72
8,75.0,0.0,0.0,2,0,0,0,225.0,72.0,3.55,1.35,5,30,38,66,265.0,7,20,2,10,14,0,31,0,75,72
8,75.0,0.0,0.0,2,0,0,0,230.0,71.0,0.0,0.0,2,0,0,0,205.0,5,5,0,2,1,0,0,0,75,71
8,75.0,0.0,0.0,2,0,0,0,300.0,75.0,2.62,1.88,2,52,40,50,205.0,0,1,0,16,10,0,0,32,75,73
8,73.0,3.57,2.87,2,64,37,45,219.0,72.0,3.55,1.35,5,30,38,66,265.0,20,9,1,10,14,0,31,0,73,72
8,72.0,0.0,0.0,2,0,0,0,240.0,72.0,3.55,1.35,5,30,38,66,265.0,2,1,0,10,14,0,0,0,72,72
8,73.0,3.57,2.87,2,64,37,45,219.0,72.0,0.0,0.0,2,0,0,0,190.0,20,9,1,5,6,0,31,0,73,72
8,75.0,0.0,0.0,2,0,0,0,230.0,72.0,4.3,1.47,2,46,39,44,205.0,5,5,0,28,16,2,0,32,75,73
8,75.0,2.12,0.76,2,83,30,0,235.0,80.0,0.0,0.0,2,0,0,0,300.0,10,7,1,9,9,0,28,0,75,80
8,71.0,0.0,0.0,2,0,0,0,230.0,72.0,3.55,1.35,5,30,38,66,265.0,11,10,0,10,14,0,0,0,71,72
8,73.0,3.57,2.87,2,64,37,45,219.0,75.0,2.14,1.84,2,56,48,53,249.0,20,9,1,23,22,1,31,30,73,75
4,74.0,0.0,0.0,4,0,0,0,250.0,75.0,2.62,1.88,2,52,40,50,205.0,100,18,7,16,10,0,39,33,74,73
4,74.0,2.83,1.59,4,46,50,53,185.0,71.0,0.0,0.0,2,0,0,0,323.0,26,14,0,4,2,0,20,32,72,71
6,69.0,0.0,0.0,0,0,0,0,190.0,71.0,0.0,0.0,2,0,0,0,199.0,1,1,0,11,4,0,0,23,69,71
4,74.0,2.83,1.59,4,46,50,53,185.0,74.0,3.02,1.83,2,35,56,80,233.0,26,14,0,7,5,1,20,32,72,74
4,73.0,0.0,0.0,4,0,0,0,215.0,71.0,0.0,0.0,2,0,0,0,323.0,0,2,0,4,2,0,0,32,73,71
6,71.0,6.47,2.26,4,51,44,66,199.0,67.0,0.83,0.92,2,31,44,0,205.0,29,25,3,9,3,0,28,29,71,67
6,72.0,0.0,0.0,2,0,0,0,199.0,71.0,0.0,0.0,2,0,0,0,199.0,0,2,0,11,4,0,0,23,72,71
4,74.0,2.83,1.59,4,46,50,53,185.0,72.0,3.55,1.35,5,30,38,66,265.0,26,14,0,10,14,0,20,0,72,72
4,73.0,0.0,0.0,2,0,0,0,290.0,75.0,1.53,2.85,2,57,59,58,205.0,2,1,0,19,11,0,0,34,73,73
6,73.0,1.36,2.3,2,32,72,88,200.0,74.0,2.88,2.59,2,46,60,54,205.0,30,14,2,17,11,1,29,22,73,75
4,75.0,0.0,0.0,2,0,0,0,300.0,75.0,1.53,2.85,2,57,59,58,205.0,0,4,0,19,11,0,34,34,75,73
4,73.0,0.0,0.0,2,0,0,0,290.0,75.0,0.0,0.0,2,0,0,0,217.0,2,1,0,0,1,0,0,0,73,75
6,70.0,0.0,0.0,2,0,0,0,199.0,70.0,1.88,1.7,2,63,30,33,210.0,3,2,0,12,8,0,0,30,70,70
6,73.0,1.36,2.3,2,32,72,88,200.0,72.0,0.0,0.0,4,0,0,0,200.0,30,14,2,3,4,0,29,0,73,72
6,0.0,0.0,0.0,0,0,0,0,155.0,0.0,0.0,0.0,0,0,0,0,155.0,0,1,0,2,6,0,0,0,0,0
6,74.0,2.88,2.59,2,46,60,54,205.0,70.0,0.0,0.0,2,0,0,0,188.0,17,11,1,0,1,0,22,0,75,70
4,75.0,2.62,1.88,2,52,40,50,205.0,74.0,0.47,0.41,2,46,60,20,221.0,16,10,0,12,13,0,33,36,73,74
4,75.0,0.89,0.28,5,41,28,0,266.0,74.0,1.74,2.06,4,44,34,0,345.0,15,11,0,17,9,0,29,27,75,74
6,72.0,6.5,3.49,2,39,43,66,185.0,70.0,0.0,0.0,5,0,0,0,199.0,14,9,1,4,2,0,26,0,72,70
4,74.0,1.74,2.06,4,44,34,0,345.0,75.0,0.0,0.0,2,0,0,0,230.0,17,9,0,5,5,0,27,0,74,75
4,76.0,0.0,0.0,2,0,0,0,230.0,75.0,0.89,0.28,5,41,28,0,266.0,1,6,0,15,11,0,0,29,76,75
6,70.0,0.0,0.0,5,0,0,0,199.0,73.0,0.0,0.0,4,0,0,0,200.0,4,2,0,1,4,0,0,0,70,73
6,76.0,0.0,0.0,4,0,0,0,197.0,71.0,0.0,0.0,4,0,0,0,195.0,0,1,0,2,2,0,0,0,76,71
4,69.0,0.0,0.0,2,0,0,0,226.0,0.0,0.0,0.0,0,0,0,0,226.0,2,0,0,0,2,0,0,0,69,0
6,71.0,0.0,0.0,4,0,0,0,178.0,72.0,6.5,3.49,2,39,43,66,185.0,0,1,0,14,9,1,0,26,71,72
4,74.0,0.47,0.41,2,46,60,20,221.0,72.0,3.55,1.35,5,30,38,66,265.0,12,13,0,10,14,0,36,0,74,72
4,70.0,0.0,0.0,2,0,0,0,212.0,75.0,0.89,0.28,5,41,28,0,266.0,1,1,0,15,11,0,0,29,70,75
4,75.0,1.53,2.85,2,57,59,58,205.0,74.0,2.83,1.59,4,46,50,53,185.0,19,11,0,26,14,0,34,20,73,72
4,76.0,0.0,0.0,2,0,0,0,230.0,74.0,0.0,0.0,2,0,0,0,250.0,14,9,0,6,5,1,0,0,76,74
4,75.0,0.89,0.28,5,41,28,0,266.0,67.0,0.0,0.0,4,0,0,0,220.0,15,11,0,0,1,0,29,0,75,67
4,73.0,0.0,0.0,2,0,0,0,210.0,70.0,0.0,0.0,2,0,0,0,212.0,1,2,0,1,1,0,0,0,73,70
4,69.0,0.0,0.0,2,0,0,0,226.0,77.0,0.0,0.0,2,0,0,0,275.0,2,0,0,6,12,0,0,0,69,77
4,74.0,0.47,0.41,2,46,60,20,221.0,75.0,1.53,2.85,2,57,59,58,205.0,12,13,0,19,11,0,36,34,74,73
4,72.0,2.03,1.26,4,41,51,48,185.0,75.0,0.0,0.0,2,0,0,0,242.0,26,16,1,6,4,0,28,0,72,75
4,73.0,0.0,0.0,4,0,0,0,260.0,74.0,2.83,1.59,4,46,50,53,185.0,6,13,0,26,14,0,0,20,73,72
6,70.0,4.66,4.75,2,53,57,37,185.0,70.0,0.0,0.0,5,0,0,0,199.0,22,11,2,4,2,0,25,0,70,70
4,75.0,0.0,0.0,2,0,0,0,242.0,72.0,2.03,1.26,4,41,51,48,185.0,6,4,0,26,16,1,0,28,75,72
4,72.0,3.55,1.35,5,30,38,66,265.0,71.0,3.13,0.0,2,0,25,0,205.0,10,14,0,0,5,1,0,30,72,71
4,69.0,0.0,0.0,2,0,0,0,220.0,74.0,3.02,1.83,2,35,56,80,233.0,11,14,0,7,5,1,33,32,69,74
7,70.0,4.66,4.75,2,53,57,37,185.0,73.0,0.0,0.0,2,0,0,0,199.0,22,11,2,4,1,2,26,0,70,73
4,75.0,2.12,0.76,2,83,30,0,235.0,71.0,4.41,1.88,2,38,54,33,225.0,10,7,1,26,18,2,30,28,75,71
6,70.0,1.66,1.79,2,45,63,54,170.0,68.0,0.97,0.6,2,40,50,25,170.0,29,7,2,19,13,1,30,27,70,68
7,70.0,0.0,0.0,5,0,0,0,199.0,71.0,0.0,0.0,2,0,0,0,199.0,4,2,0,11,4,0,0,24,70,71
6,70.0,1.66,1.79,2,45,63,54,170.0,65.0,0.0,0.0,2,0,0,0,170.0,29,7,2,0,2,0,30,0,70,65
6,68.0,0.0,0.0,2,0,0,0,160.0,66.0,0.0,0.0,2,0,0,0,170.0,2,3,0,5,2,0,0,24,68,66
7,70.0,4.66,4.75,2,53,57,37,185.0,74.0,1.99,1.19,2,39,55,29,185.0,22,11,2,88,21,5,26,23,70,73
4,75.0,2.62,1.88,2,52,40,50,205.0,75.0,2.77,0.61,2,62,40,16,235.0,16,10,0,12,6,0,34,23,73,75
7,74.0,2.7,2.44,2,47,51,57,185.0,69.0,1.55,0.65,2,41,44,43,170.0,32,15,0,16,14,0,28,22,71,69
4,72.0,0.0,0.0,2,0,0,0,240.0,72.0,3.55,1.35,5,30,38,66,265.0,6,3,0,10,14,0,30,0,72,72
4,74.0,1.91,1.52,5,41,41,37,205.0,73.0,0.0,0.0,4,0,0,0,210.0,8,5,0,4,6,0,33,0,74,73
7,75.0,0.0,0.0,2,0,0,0,200.0,69.0,1.55,0.65,2,41,44,43,170.0,5,6,0,16,14,0,0,22,75,69
7,74.0,2.7,2.44,2,47,51,57,185.0,72.0,1.35,0.64,2,52,41,0,205.0,32,15,0,10,5,2,28,27,71,72
7,71.0,0.0,0.0,2,0,0,0,199.0,70.0,4.66,4.75,2,53,57,37,185.0,5,9,4,22,11,2,30,26,71,70
7,74.0,2.83,1.59,4,46,50,53,185.0,74.0,2.19,2.79,2,40,60,62,205.0,26,14,0,35,12,1,21,22,72,71
4,72.0,3.55,1.35,5,30,38,66,265.0,73.0,3.02,1.93,2,34,50,78,241.0,10,14,0,19,10,0,0,24,72,73
6,70.0,1.66,1.79,2,45,63,54,170.0,66.0,0.0,0.0,2,0,0,0,170.0,29,7,2,5,2,0,30,24,70,66
4,75.0,2.77,0.61,2,62,40,16,235.0,71.0,4.41,1.88,2,38,54,33,225.0,12,6,0,26,18,2,23,28,75,71
7,72.0,0.42,2.42,2,50,71,90,199.0,74.0,1.99,1.19,2,39,55,29,185.0,13,7,2,88,21,5,29,23,72,73
4,71.0,4.41,1.88,2,38,54,33,225.0,73.0,2.06,5.59,2,61,79,0,205.0,26,18,2,28,4,1,29,34,71,73
6,70.0,1.66,1.79,2,45,63,54,170.0,68.0,3.14,1.33,2,30,53,50,170.0,29,7,2,25,13,1,31,26,70,68
4,75.0,2.62,1.88,2,52,40,50,205.0,73.0,3.02,1.93,2,34,50,78,241.0,16,10,0,19,10,0,35,25,73,73
7,74.0,2.88,2.59,2,46,60,54,205.0,71.0,0.0,0.0,2,0,0,0,199.0,17,11,1,11,4,0,24,25,75,71
6,65.0,0.0,0.0,2,0,0,0,170.0,66.0,0.0,0.0,2,0,0,0,170.0,0,2,0,5,2,0,0,25,65,66
7,74.0,2.64,3.05,2,59,56,25,185.0,68.0,0.0,0.0,2,0,0,0,194.0,32,8,0,5,6,0,28,0,72,68
6,0.0,0.0,0.0,0,0,0,0,170.0,71.0,0.0,0.0,2,0,0,0,170.0,2,3,0,27,19,1,0,26,0,71
7,74.0,2.88,2.59,2,46,60,54,205.0,73.0,1.36,2.3,2,32,72,88,200.0,17,11,1,30,14,2,24,31,75,73
4,74.0,0.0,0.0,2,0,0,0,345.0,75.0,2.14,1.84,2,56,48,53,249.0,14,2,1,23,22,1,34,33,74,75
7,74.0,1.99,1.19,2,39,55,29,185.0,76.0,2.71,2.97,2,35,56,81,205.0,88,21,5,21,8,0,24,30,73,74
4,74.0,0.47,0.41,2,46,60,20,221.0,70.0,1.12,1.26,2,54,57,30,205.0,12,13,0,17,16,0,38,28,74,70
7,74.0,2.64,3.05,2,59,56,25,185.0,69.0,0.0,0.0,2,0,0,0,170.0,32,8,0,1,2,0,28,0,72,69
4,74.0,0.0,0.0,2,0,0,0,230.0,75.0,2.77,0.61,2,62,40,16,235.0,16,16,0,12,6,0,0,24,74,75
4,72.0,0.0,0.0,0,0,0,0,215.0,74.0,0.0,0.0,0,0,0,0,200.0,1,0,0,4,3,0,0,0,72,74
4,73.0,0.0,0.0,2,0,0,0,210.0,74.0,0.47,0.41,2,46,60,20,221.0,9,4,2,12,13,0,38,38,73,74
6,70.0,1.66,1.79,2,45,63,54,170.0,68.0,0.0,0.0,2,0,0,0,155.0,29,7,2,1,1,2,31,32,70,68
7,72.0,1.64,0.49,4,30,47,21,170.0,74.0,1.99,1.19,2,39,55,29,185.0,9,13,2,88,21,5,21,24,72,73
7,69.0,0.0,0.0,2,0,0,0,199.0,71.0,0.0,0.67,1,16,0,0,183.0,11,1,1,17,7,0,36,0,69,71
4,73.0,0.0,0.0,2,0,0,0,225.0,71.0,4.41,1.88,2,38,54,33,225.0,7,6,1,26,18,2,34,29,73,71
7,68.0,3.44,2.19,2,33,32,16,185.0,70.0,0.0,0.0,2,0,0,0,199.0,15,9,1,3,2,0,33,0,68,70
4,74.0,1.37,0.84,2,50,42,50,280.0,74.0,0.0,0.0,2,0,0,0,345.0,16,6,2,14,2,1,34,34,74,74
7,70.0,4.66,4.75,2,53,57,37,185.0,74.0,2.88,2.59,2,46,60,54,205.0,22,11,2,17,11,1,27,24,70,75
4,74.0,1.37,0.84,2,50,42,50,280.0,73.0,0.0,0.0,2,0,0,0,225.0,16,6,2,7,6,1,34,34,74,73
4,74.0,1.99,1.19,2,39,55,29,185.0,74.0,0.0,0.0,2,0,0,0,230.0,88,21,5,16,16,0,24,0,73,74
4,71.0,0.0,0.0,2,0,0,0,230.0,69.0,0.0,0.0,2,0,0,0,220.0,0,2,0,11,14,0,0,35,71,69
7,76.0,2.71,2.97,2,35,56,81,205.0,69.0,0.0,0.0,2,0,0,0,199.0,21,8,0,11,1,1,30,36,74,69
6,69.0,0.0,0.0,2,0,0,0,170.0,73.0,1.36,2.14,5,53,53,35,170.0,1,2,0,45,9,0,0,26,69,69
7,72.0,4.0,0.0,4,0,66,0,155.0,66.0,0.0,0.0,2,0,0,0,160.0,3,4,3,0,1,0,0,0,72,66
6,63.0,0.0,0.0,0,0,0,0,145.0,70.0,3.13,2.12,4,37,56,63,145.0,1,3,1,25,15,1,29,25,63,67
4,70.0,1.12,1.26,2,54,57,30,205.0,75.0,2.77,0.61,2,62,40,16,235.0,17,16,0,12,6,0,28,24,70,75
4,71.0,4.41,1.88,2,38,54,33,225.0,73.0,3.02,1.93,2,34,50,78,241.0,26,18,2,19,10,0,29,25,71,73
8,72.0,1.93,0.3,2,46,38,10,170.0,72.0,4.43,4.0,2,50,64,50,205.0,5,10,2,9,18,1,23,27,72,72
7,71.0,0.0,0.0,4,0,0,0,190.0,72.0,0.0,0.0,2,0,0,0,199.0,33,21,1,16,5,3,30,22,71,72
7,68.0,3.44,2.19,2,33,32,16,185.0,71.0,0.0,0.0,4,0,0,0,185.0,15,9,1,40,27,10,33,27,68,71
8,72.0,1.64,0.49,4,30,47,21,170.0,72.0,1.93,0.3,2,46,38,10,170.0,9,13,2,5,10,2,21,23,72,72
8,72.0,4.43,4.0,2,50,64,50,205.0,69.0,0.0,0.0,2,0,0,0,198.0,9,18,1,2,4,1,27,24,72,69
7,74.0,2.19,2.79,2,40,60,62,205.0,74.0,2.88,2.59,2,46,60,54,205.0,35,12,1,17,11,1,24,25,71,75
7,74.0,1.9,1.33,2,32,60,54,183.0,71.0,3.13,0.0,2,0,25,0,205.0,14,8,1,0,5,1,34,33,74,71
7,68.0,3.44,2.19,2,33,32,16,185.0,69.0,0.9,0.7,2,45,52,25,200.0,15,9,1,30,7,3,34,29,68,69
4,74.0,1.37,0.84,2,50,42,50,280.0,73.0,0.0,0.0,2,0,0,0,205.0,16,6,2,4,6,3,35,32,74,73
7,72.0,0.0,0.0,2,0,0,0,199.0,69.0,1.66,0.88,2,40,49,5,181.0,16,5,3,51,32,8,23,24,72,69
6,71.0,0.0,0.0,2,0,0,0,170.0,68.0,17.86,1.43,2,9,43,0,170.0,27,19,1,21,8,8,27,23,71,68
4,73.0,3.02,1.93,2,34,50,78,241.0,70.0,1.12,1.26,2,54,57,30,205.0,19,10,0,17,16,0,26,29,73,70
7,69.0,0.0,0.0,2,0,0,0,185.0,74.0,0.0,0.0,2,0,0,0,200.0,39,10,1,4,7,0,0,27,69,74
10,72.0,2.46,1.87,2,35,57,72,155.0,70.0,1.66,1.79,2,45,63,54,170.0,34,16,0,29,7,2,21,32,70,70
7,69.0,0.0,0.0,2,0,0,0,185.0,71.0,2.6,0.2,2,36,53,25,200.0,5,2,0,10,5,0,0,26,69,71
